,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG
246,Blueprint Café,21.7575,,Dinner,Full Site,Spend,,,Yellow,Totals,,,,,,,,,,,
247,Bluebird Chelsea,54.52009090909091,31.684182692307697,Dinner,Full Site,Spend,-22.835908216783213,-41.88530839917484,Red,Totals,,,,,,,,,,,
248,Avenue,38.47602836879432,30.89833333333333,Dinner,Full Site,Spend,-7.577695035460987,-19.694587400831676,Red,Totals,,,,,,,,,,,
249,Aster,38.57270935960592,31.56173913043479,Dinner,Full Site,Spend,-7.010970229171132,-18.175985938164754,Red,Totals,,,,,,,,,,,
250,20 Stories,66.06750000000002,28.915555555555546,Dinner,Full Site,Spend,-37.15194444444448,-56.233313572398636,Red,Totals,,,,,,,,,,,
251,100 Wardour Street,41.67100917431192,,Dinner,Full Site,Spend,,,Yellow,Totals,,,,,,,,,,,
252,White City,0.0,33.81,All Shifts,Retail & Other,Revenue,33.81,100.0,lime,Totals,,,,,,,,,,,
253,White City,4829.68,1553.14,All Shifts,Restaurant,Revenue,-3276.54,-67.84176177303671,Red,Totals,,,,,,,,,,,
254,White City,375.0,0.0,All Shifts,Events & Ex Hires,Revenue,-375.0,-100.0,Red,Totals,,,,,,,,,,,
255,White City,730.1,142.20999999999998,All Shifts,Bar,Revenue,-587.8900000000001,-80.5218463224216,Red,Totals,,,,,,,,,,,
256,Trinity,5728.12,5716.089999999998,All Shifts,Restaurant,Revenue,-12.030000000001564,-0.21001654993264046,Red,Totals,,,,,,,,,,,
257,Trinity,1004.15,0.0,All Shifts,Events & Ex Hires,Revenue,-1004.15,-100.0,Red,Totals,,,,,,,,,,,
258,The Modern Pantry,24202.39,0.0,All Shifts,Retail & Other,Revenue,-24202.39,-100.0,Red,Totals,,,,,,,,,,,
259,The Modern Pantry,24633.579999999994,0.0,All Shifts,Restaurant,Revenue,-24633.579999999994,-100.0,Red,Totals,,,,,,,,,,,
260,South Place Hotel,1248.3300000000002,1050.4299999999998,All Shifts,Retail & Other,Revenue,-197.90000000000032,-15.853179848277321,Red,Totals,,,,,,,,,,,
261,South Place Hotel,60709.97999999999,10531.370000000003,All Shifts,Restaurant,Revenue,-50178.609999999986,-82.65298390808232,Red,Totals,,,,,,,,,,,
262,South Place Hotel,13802.100000000002,-42.08,All Shifts,Events & Ex Hires,Revenue,-13844.180000000002,-100.3048811412756,Red,Totals,,,,,,,,,,,
263,South Place Hotel,3868.81,1166.8700000000001,All Shifts,Bar,Revenue,-2701.9399999999996,-69.83904611495524,Red,Totals,,,,,,,,,,,
264,Skylon,11996.489999999996,9610.429999999997,All Shifts,Restaurant,Revenue,-2386.0599999999995,-19.889651056267294,Red,Totals,,,,,,,,,,,
265,Skylon,13816.11,0.0,All Shifts,Events & Ex Hires,Revenue,-13816.11,-100.0,Red,Totals,,,,,,,,,,,
266,Skylon,2243.8999999999996,3031.6099999999997,All Shifts,Bar,Revenue,787.71,35.104505548375606,lime,Totals,,,,,,,,,,,
267,Sartoria,2947.0899999999997,0.0,All Shifts,PDR,Revenue,-2947.0899999999997,-100.0,Red,Totals,,,,,,,,,,,
268,Sartoria,21716.73,0.0,All Shifts,Events & Ex Hires,Revenue,-21716.73,-100.0,Red,Totals,,,,,,,,,,,
269,Sartoria,2240.3799999999997,297.66,All Shifts,Bar,Revenue,-1942.7199999999996,-86.71386104143046,Red,Totals,,,,,,,,,,,
270,Sartoria,8754.940000000002,4910.749999999999,All Shifts,Restaurant,Revenue,-3844.1900000000032,-43.908810340219375,Red,Totals,,,,,,,,,,,
271,Radici,1980.42,1393.18,All Shifts,Restaurant,Revenue,-587.24,-29.652295977620906,Red,Totals,,,,,,,,,,,
272,Radici,261.44,0.0,All Shifts,Bar,Revenue,-261.44,-100.0,Red,Totals,,,,,,,,,,,
273,Quaglinos,11910.240000000003,8302.049999999997,All Shifts,Restaurant,Revenue,-3608.190000000006,-30.294855519284287,Red,Totals,,,,,,,,,,,
274,Quaglinos,3476.63,0.0,All Shifts,PDR,Revenue,-3476.63,-100.0,Red,Totals,,,,,,,,,,,
275,Quaglinos,2117.16,1371.5,All Shifts,Bar,Revenue,-745.6599999999999,-35.21982278146195,Red,Totals,,,,,,,,,,,
276,Plateau,8518.27,661.0499999999998,All Shifts,Restaurant,Revenue,-7857.22,-92.23962142547724,Red,Totals,,,,,,,,,,,
277,Plateau,4594.05,438.2,All Shifts,PDR,Revenue,-4155.85,-90.46157529848391,Red,Totals,,,,,,,,,,,
278,Plateau,2019.16,0.0,All Shifts,Bar,Revenue,-2019.16,-100.0,Red,Totals,,,,,,,,,,,
279,Paternoster Chophouse,1671.35,0.0,All Shifts,PDR,Revenue,-1671.35,-100.0,Red,Totals,,,,,,,,,,,
280,Paternoster Chophouse,2308.2,426.29,All Shifts,Bar,Revenue,-1881.9099999999999,-81.53149640412443,Red,Totals,,,,,,,,,,,
281,Paternoster Chophouse,14235.57,7170.72,All Shifts,Restaurant,Revenue,-7064.849999999999,-49.62814976850242,Red,Totals,,,,,,,,,,,
282,Orrery,1295.2400000000002,0.0,All Shifts,Retail & Other,Revenue,-1295.2400000000002,-100.0,Red,Totals,,,,,,,,,,,
283,Orrery,5804.82,5207.109999999999,All Shifts,Restaurant,Revenue,-597.710000000001,-10.296787841828014,Red,Totals,,,,,,,,,,,
284,Orrery,1671.35,1909.0099999999998,All Shifts,PDR,Revenue,237.65999999999985,14.219642803721536,lime,Totals,,,,,,,,,,,
285,Orrery,15.54,0.0,All Shifts,Bar,Revenue,-15.54,-100.0,Red,Totals,,,,,,,,,,,
286,New Street Warehouse,3912.2700000000004,0.0,All Shifts,Retail & Other,Revenue,-3912.2700000000004,-100.0,Red,Totals,,,,,,,,,,,
287,New Street Warehouse,8719.25,1773.6399999999999,All Shifts,Restaurant,Revenue,-6945.610000000001,-79.65834217392552,Red,Totals,,,,,,,,,,,
288,New Street Warehouse,1034.9499999999998,121.07000000000002,All Shifts,Bar,Revenue,-913.8799999999998,-88.30185033093385,Red,Totals,,,,,,,,,,,
289,Madison,12333.760000000002,15527.070000000003,All Shifts,Restaurant,Revenue,3193.3100000000013,25.8908070207301,lime,Totals,,,,,,,,,,,
290,Madison,1142.15,449.19,All Shifts,Bar,Revenue,-692.96,-60.67154051569409,Red,Totals,,,,,,,,,,,
291,Le Pont de la Tour,6798.170000000001,1181.7099999999998,All Shifts,Restaurant,Revenue,-5616.460000000001,-82.6172337555548,Red,Totals,,,,,,,,,,,
292,Le Pont de la Tour,6055.289999999998,1090.85,All Shifts,PDR,Revenue,-4964.439999999999,-81.9851732947555,Red,Totals,,,,,,,,,,,
293,Le Pont de la Tour,1241.08,80.53,All Shifts,Bar,Revenue,-1160.55,-93.51129661262772,Red,Totals,,,,,,,,,,,
294,Le Pont de la Tour,1424.6000000000001,197.5,All Shifts,Retail & Other,Revenue,-1227.1000000000001,-86.1364593570125,Red,Totals,,,,,,,,,,,
295,Launceston Place,2374.7900000000004,0.0,All Shifts,Restaurant,Revenue,-2374.7900000000004,-100.0,Red,Totals,,,,,,,,,,,
296,Klosterhaus,0.0,4231.620000000002,All Shifts,Restaurant,Revenue,4231.620000000002,100.0,lime,Totals,,,,,,,,,,,
297,Klosterhaus,0.0,363.07,All Shifts,Bar,Revenue,363.07,100.0,lime,Totals,,,,,,,,,,,
298,Issho,952.6,2264.0299999999993,All Shifts,Bar,Revenue,1311.4299999999994,137.66848624816285,lime,Totals,,,,,,,,,,,
299,Issho,3504.6599999999994,3441.9600000000005,All Shifts,Restaurant,Revenue,-62.69999999999891,-1.789046583691397,Red,Totals,,,,,,,,,,,
300,German Gymnasium,0.0,201.35000000000002,All Shifts,Retail & Other,Revenue,201.35000000000002,100.0,lime,Totals,,,,,,,,,,,
301,German Gymnasium,35015.76999999998,26232.690000000002,All Shifts,Restaurant,Revenue,-8783.07999999998,-25.083212506821884,Red,Totals,,,,,,,,,,,
302,German Gymnasium,2050.8500000000004,0.0,All Shifts,Events & Ex Hires,Revenue,-2050.8500000000004,-100.0,Red,Totals,,,,,,,,,,,
303,German Gymnasium,4210.77,0.0,All Shifts,Bar,Revenue,-4210.77,-100.0,Red,Totals,,,,,,,,,,,
304,Fiume,0.0,64.28,All Shifts,Retail & Other,Revenue,64.28,100.0,lime,Totals,,,,,,,,,,,
305,Fiume,1145.4500000000003,1343.1000000000001,All Shifts,Restaurant,Revenue,197.64999999999986,17.255227203282537,lime,Totals,,,,,,,,,,,
306,East 59th,1402.1299999999999,0.0,All Shifts,Events & Ex Hires,Revenue,-1402.1299999999999,-100.0,Red,Totals,,,,,,,,,,,
307,East 59th,218.98000000000002,664.42,All Shifts,Bar,Revenue,445.43999999999994,203.41583706274542,lime,Totals,,,,,,,,,,,
308,East 59th,279.59000000000003,426.08000000000004,All Shifts,Restaurant,Revenue,146.49,52.39457777459852,lime,Totals,,,,,,,,,,,
309,Coq d'Argent,2355.4399999999996,1597.31,All Shifts,Bar,Revenue,-758.1299999999997,-32.18634310362394,Red,Totals,,,,,,,,,,,
310,Coq d'Argent,18459.12,7793.100000000002,All Shifts,Restaurant,Revenue,-10666.019999999997,-57.78184442161922,Red,Totals,,,,,,,,,,,
311,Cantina,2007.7600000000004,2461.8399999999997,All Shifts,Restaurant,Revenue,454.07999999999925,22.61624895405821,lime,Totals,,,,,,,,,,,
312,Butlers Wharf Chophouse,4343.35,1929.3399999999997,All Shifts,Restaurant,Revenue,-2414.0100000000007,-55.57944904278956,Red,Totals,,,,,,,,,,,
313,Butlers Wharf Chophouse,1446.35,0.0,All Shifts,Events & Ex Hires,Revenue,-1446.35,-100.0,Red,Totals,,,,,,,,,,,
314,Butlers Wharf Chophouse,381.3399999999999,39.58,All Shifts,Bar,Revenue,-341.75999999999993,-89.62081082498557,Red,Totals,,,,,,,,,,,
315,Blueprint Café,528.45,0.0,All Shifts,Restaurant,Revenue,-528.45,-100.0,Red,Totals,,,,,,,,,,,
316,Bluebird Chelsea,5555.7300000000005,1236.5300000000002,All Shifts,Bar,Revenue,-4319.200000000001,-77.74315886481166,Red,Totals,,,,,,,,,,,
317,Bluebird Chelsea,0.0,64.77,All Shifts,Retail & Other,Revenue,64.77,100.0,lime,Totals,,,,,,,,,,,
318,Bluebird Chelsea,10630.029999999997,17491.65,All Shifts,Restaurant,Revenue,6861.620000000004,64.54939449841633,lime,Totals,,,,,,,,,,,
319,Avenue,3844.6199999999994,709.92,All Shifts,Restaurant,Revenue,-3134.6999999999994,-81.53471604475865,Red,Totals,,,,,,,,,,,
320,Avenue,1894.6200000000001,0.0,All Shifts,PDR,Revenue,-1894.6200000000001,-100.0,Red,Totals,,,,,,,,,,,
321,Avenue,1788.0200000000004,229.42000000000002,All Shifts,Bar,Revenue,-1558.6000000000004,-87.16904732609255,Red,Totals,,,,,,,,,,,
322,Aster,9867.520000000004,1734.3099999999995,All Shifts,Restaurant,Revenue,-8133.210000000005,-82.42405386561164,Red,Totals,,,,,,,,,,,
323,Aster,2093.12,0.0,All Shifts,PDR,Revenue,-2093.12,-100.0,Red,Totals,,,,,,,,,,,
324,Aster,8.31,0.0,All Shifts,Bar,Revenue,-8.31,-100.0,Red,Totals,,,,,,,,,,,
325,20 Stories,19038.259999999995,20305.190000000006,All Shifts,Restaurant,Revenue,1266.9300000000112,6.654652263389677,lime,Totals,,,,,,,,,,,
326,20 Stories,4502.790000000001,586.48,All Shifts,Bar,Revenue,-3916.310000000001,-86.97518649548391,Red,Totals,,,,,,,,,,,
327,20 Stories,1820.7200000000003,0.0,All Shifts,PDR,Revenue,-1820.7200000000003,-100.0,Red,Totals,,,,,,,,,,,
328,100 Wardour Street,3852.199999999999,0.0,All Shifts,Restaurant,Revenue,-3852.199999999999,-100.0,Red,Totals,,,,,,,,,,,
329,100 Wardour Street,755.67,0.0,All Shifts,Bar,Revenue,-755.67,-100.0,Red,Totals,,,,,,,,,,,
330,White City,1835.0000000000005,258.14,Lunch,Restaurant,Revenue,-1576.8600000000006,-85.9324250681199,Red,Totals,,,,,,,,,,,
331,White City,159.92,46.01,Lunch,Bar,Revenue,-113.91,-71.22936468234118,Red,Totals,,,,,,,,,,,
332,Trinity,1287.4400000000003,1906.4300000000003,Lunch,Restaurant,Revenue,618.99,48.0791337848754,lime,Totals,,,,,,,,,,,
333,The Modern Pantry,21185.9,0.0,Lunch,Retail & Other,Revenue,-21185.9,-100.0,Red,Totals,,,,,,,,,,,
334,The Modern Pantry,10363.29,0.0,Lunch,Restaurant,Revenue,-10363.29,-100.0,Red,Totals,,,,,,,,,,,
335,South Place Hotel,4591.98,1197.78,Lunch,Restaurant,Revenue,-3394.2,-73.91582715952596,Red,Totals,,,,,,,,,,,
336,South Place Hotel,1489.38,82.92,Lunch,Events & Ex Hires,Revenue,-1406.46,-94.43258268541271,Red,Totals,,,,,,,,,,,
337,South Place Hotel,1013.7500000000001,1146.0300000000002,Lunch,Bar,Revenue,132.2800000000001,13.048581997533915,lime,Totals,,,,,,,,,,,
338,Skylon,1655.1200000000001,3906.1799999999994,Lunch,Restaurant,Revenue,2251.0599999999995,136.0058485185364,lime,Totals,,,,,,,,,,,
339,Skylon,11010.28,0.0,Lunch,Events & Ex Hires,Revenue,-11010.28,-100.0,Red,Totals,,,,,,,,,,,
340,Skylon,130.74,207.98,Lunch,Bar,Revenue,77.23999999999998,59.07908826678903,lime,Totals,,,,,,,,,,,
341,Sartoria,886.5,106.68999999999998,Lunch,Bar,Revenue,-779.8100000000001,-87.9650310208686,Red,Totals,,,,,,,,,,,
342,Sartoria,4972.04,2193.66,Lunch,Restaurant,Revenue,-2778.38,-55.88008141527422,Red,Totals,,,,,,,,,,,
343,Radici,220.48999999999998,0.0,Lunch,Restaurant,Revenue,-220.48999999999998,-100.0,Red,Totals,,,,,,,,,,,
344,Quaglinos,976.0,0.0,Lunch,Restaurant,Revenue,-976.0,-100.0,Red,Totals,,,,,,,,,,,
345,Quaglinos,46.05,0.0,Lunch,Bar,Revenue,-46.05,-100.0,Red,Totals,,,,,,,,,,,
346,Plateau,1713.2800000000002,0.0,Lunch,Restaurant,Revenue,-1713.2800000000002,-100.0,Red,Totals,,,,,,,,,,,
347,Plateau,99.26,0.0,Lunch,Bar,Revenue,-99.26,-100.0,Red,Totals,,,,,,,,,,,
348,Paternoster Chophouse,6476.679999999999,3049.9000000000005,Lunch,Restaurant,Revenue,-3426.779999999999,-52.909515368985325,Red,Totals,,,,,,,,,,,
349,Paternoster Chophouse,417.63,22.08,Lunch,Bar,Revenue,-395.55,-94.71302348969184,Red,Totals,,,,,,,,,,,
350,Orrery,918.05,0.0,Lunch,Retail & Other,Revenue,-918.05,-100.0,Red,Totals,,,,,,,,,,,
351,Orrery,1910.41,1759.2699999999998,Lunch,Restaurant,Revenue,-151.14000000000033,-7.911390748582782,Red,Totals,,,,,,,,,,,
352,New Street Warehouse,272.95,0.0,Lunch,Retail & Other,Revenue,-272.95,-100.0,Red,Totals,,,,,,,,,,,
353,New Street Warehouse,3568.209999999999,151.57999999999998,Lunch,Restaurant,Revenue,-3416.629999999999,-95.75193164079468,Red,Totals,,,,,,,,,,,
354,New Street Warehouse,104.03999999999999,0.0,Lunch,Bar,Revenue,-104.03999999999999,-100.0,Red,Totals,,,,,,,,,,,
355,Madison,4338.3099999999995,3877.6900000000005,Lunch,Restaurant,Revenue,-460.619999999999,-10.617498519008532,Red,Totals,,,,,,,,,,,
356,Madison,293.94000000000005,0.0,Lunch,Bar,Revenue,-293.94000000000005,-100.0,Red,Totals,,,,,,,,,,,
357,Le Pont de la Tour,863.1199999999999,0.0,Lunch,Retail & Other,Revenue,-863.1199999999999,-100.0,Red,Totals,,,,,,,,,,,
358,Le Pont de la Tour,1463.42,258.92,Lunch,Restaurant,Revenue,-1204.5,-82.3071982069399,Red,Totals,,,,,,,,,,,
359,Le Pont de la Tour,546.47,296.33,Lunch,PDR,Revenue,-250.14000000000004,-45.773784471242706,Red,Totals,,,,,,,,,,,
360,Le Pont de la Tour,353.77,0.0,Lunch,Bar,Revenue,-353.77,-100.0,Red,Totals,,,,,,,,,,,
361,Klosterhaus,0.0,1072.32,Lunch,Restaurant,Revenue,1072.32,100.0,lime,Totals,,,,,,,,,,,
362,Klosterhaus,0.0,138.61,Lunch,Bar,Revenue,138.61,100.0,lime,Totals,,,,,,,,,,,
363,Issho,412.71000000000004,0.0,Lunch,Restaurant,Revenue,-412.71000000000004,-100.0,Red,Totals,,,,,,,,,,,
364,Issho,633.6600000000002,1291.89,Lunch,Bar,Revenue,658.2299999999999,103.87747372407912,lime,Totals,,,,,,,,,,,
365,German Gymnasium,0.0,63.82,Lunch,Retail & Other,Revenue,63.82,100.0,lime,Totals,,,,,,,,,,,
366,German Gymnasium,9891.740000000002,8463.0,Lunch,Restaurant,Revenue,-1428.7400000000016,-14.443768234911161,Red,Totals,,,,,,,,,,,
367,German Gymnasium,325.57,0.0,Lunch,Bar,Revenue,-325.57,-100.0,Red,Totals,,,,,,,,,,,
368,Fiume,81.25,0.0,Lunch,Restaurant,Revenue,-81.25,-100.0,Red,Totals,,,,,,,,,,,
369,East 59th,71.26,3.552713678800501e-15,Lunch,Restaurant,Revenue,-71.26,-100.0,Red,Totals,,,,,,,,,,,
370,East 59th,174.19,344.3,Lunch,Bar,Revenue,170.11,97.6577300648717,lime,Totals,,,,,,,,,,,
371,Coq d'Argent,536.0200000000001,423.15,Lunch,Bar,Revenue,-112.87000000000012,-21.057050110070538,Red,Totals,,,,,,,,,,,
372,Coq d'Argent,7125.329999999999,3235.1299999999997,Lunch,Restaurant,Revenue,-3890.1999999999994,-54.59676955312946,Red,Totals,,,,,,,,,,,
373,Cantina,479.3299999999999,737.8300000000002,Lunch,Restaurant,Revenue,258.5000000000002,53.92944318110702,lime,Totals,,,,,,,,,,,
374,Butlers Wharf Chophouse,946.21,607.38,Lunch,Restaurant,Revenue,-338.83000000000004,-35.80917555299564,Red,Totals,,,,,,,,,,,
375,Butlers Wharf Chophouse,132.96,0.0,Lunch,Bar,Revenue,-132.96,-100.0,Red,Totals,,,,,,,,,,,
376,Blueprint Café,354.38999999999993,0.0,Lunch,Restaurant,Revenue,-354.38999999999993,-100.0,Red,Totals,,,,,,,,,,,
377,Bluebird Chelsea,0.0,40.96,Lunch,Retail & Other,Revenue,40.96,100.0,lime,Totals,,,,,,,,,,,
378,Bluebird Chelsea,3420.7200000000003,4783.77,Lunch,Restaurant,Revenue,1363.0500000000002,39.846874342243744,lime,Totals,,,,,,,,,,,
379,Bluebird Chelsea,142.40999999999997,141.69,Lunch,Bar,Revenue,-0.7199999999999704,-0.5055824731409104,Red,Totals,,,,,,,,,,,
380,Avenue,1639.94,182.54000000000002,Lunch,Restaurant,Revenue,-1457.4,-88.8691049672549,Red,Totals,,,,,,,,,,,
381,Avenue,305.8,15.24,Lunch,Bar,Revenue,-290.56,-95.01635055591889,Red,Totals,,,,,,,,,,,
382,Aster,3654.2000000000003,270.1,Lunch,Restaurant,Revenue,-3384.1000000000004,-92.60850528159379,Red,Totals,,,,,,,,,,,
383,20 Stories,1668.51,0.0,Lunch,Bar,Revenue,-1668.51,-100.0,Red,Totals,,,,,,,,,,,
384,20 Stories,5058.950000000002,6284.9000000000015,Lunch,Restaurant,Revenue,1225.9499999999998,24.23328951659928,lime,Totals,,,,,,,,,,,
385,20 Stories,415.0,0.0,Lunch,PDR,Revenue,-415.0,-100.0,Red,Totals,,,,,,,,,,,
386,100 Wardour Street,61.98,0.0,Lunch,Restaurant,Revenue,-61.98,-100.0,Red,Totals,,,,,,,,,,,
387,100 Wardour Street,3.75,0.0,Lunch,Bar,Revenue,-3.75,-100.0,Red,Totals,,,,,,,,,,,
388,White City,0.0,33.81,Dinner,Retail & Other,Revenue,33.81,100.0,lime,Totals,,,,,,,,,,,
389,White City,2536.6699999999996,1246.4499999999998,Dinner,Restaurant,Revenue,-1290.2199999999998,-50.862745252634355,Red,Totals,,,,,,,,,,,
390,White City,454.63,96.2,Dinner,Bar,Revenue,-358.43,-78.83993577194643,Red,Totals,,,,,,,,,,,
